"Measurement" "Mean" "Subject" "Activity"
"fBodyAccJerk.bandsEnergy...1.8" -0.575147119222222 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.259667897366667 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.0708100389833333 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.0321165132155556 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.0261054996742 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...X" -0.0630378564455556 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...Y" -0.0403132506977778 8 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.813044896888889 8 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.310967681111111 8 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.341342289755556 8 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...X.Z" 0.233673610965556 8 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.344195423677778 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.mean...X" 0.0561831342355556 8 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.298646927041111 8 "WALKING_DOWNSTAIRS"
"tBodyAccMag.mean.." 0.2036946474 8 "WALKING_DOWNSTAIRS"
"tBodyAccMag.std.." 0.300521142033333 8 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..1" -0.361109208222222 8 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..2" 0.243412023787778 8 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..3" -0.000695250671111108 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.min...Z" 0.233439254102222 8 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.iqr...X" -0.0937202355077778 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.max...X" -0.304450288 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.min...Z" -0.2789105765 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.0190952257644444 8 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.mean...X" -0.0769353421455556 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.entropy...X" 0.157861478142222 8 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.0233011882988889 8 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.869693277731959 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.881701110627835 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.280001655618557 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.733645155257732 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.592908805731959 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.587266308453608 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.942517785154639 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.80468922072165 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.804143044639175 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.854269931752577 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.912890904226804 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.943251417835052 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.min...Z" -0.820697621649485 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.sma.." 0.0763640339927835 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.energy...X" -0.327829281839794 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.iqr...Z" -0.263764135226804 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...X" 0.607431248969072 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...Y" 0.569395948350515 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.816846456391753 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.77934832757732 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.899294620731959 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.653248658773196 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.87327065185567 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.mean...X" -0.252937200009278 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.750422556457732 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.714569255639175 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.879029164123711 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.874988930515464 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.561525558185567 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.677322930360825 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.kurtosis...Z" -0.88113966185567 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.762327334020619 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.821299331443299 9 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.906331711443299 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.mad...Y" 0.0510231481402062 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.max...Y" -0.380455915484536 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.518034324041237 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.63337491328866 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.78959508443299 9 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.360255419231649 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.234593899773196 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.0950907694061856 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.197625119559794 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.correlation...Y.Z" -0.0663036765360825 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...X" -0.108318175131959 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...Y" -0.0457631484969072 9 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.831468086907217 9 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.223795169873196 9 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.234891921780412 9 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...X.Z" -0.0748920310824742 9 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...Y.Z" -0.0118351556701031 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.mean...X" 0.0763147332958763 9 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" 0.0894587441123711 9 "WALKING_DOWNSTAIRS"
"tBodyAccMag.mean.." 0.0969229779804124 9 "WALKING_DOWNSTAIRS"
"tBodyAccMag.std.." 0.140185084168041 9 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..1" -0.33000376156701 9 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..2" 0.197941927715464 9 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..3" -0.0368855485474227 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.min...Z" 0.302074544917526 9 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.iqr...X" -0.14820152177732 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.max...X" -0.394637357195876 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.min...Z" 0.299712214663918 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.0869044901 9 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.mean...X" -0.0727261063536083 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.entropy...X" 0.0618201498329897 9 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.143930413626804 9 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.814857488510638 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.796579698723404 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.202694888340426 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.674523019361702 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.708537242553192 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.739175672978723 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.946414975957447 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.838927929787234 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.957168655319149 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.915633788723404 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.934090213829787 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.956175923404255 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.min...Z" -0.741729156514894 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.sma.." 0.114331606595745 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.energy...X" -0.258538669408511 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.iqr...Z" -0.200268772914894 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...X" 0.635604813404255 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...Y" 0.497367552553191 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.818289505106383 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.798284015531915 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.870832314404255 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.605138827234043 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.879159214468085 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.mean...X" -0.420844008625532 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.768520455957447 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.70771414106383 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.865485773191489 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.859984234468085 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.568893460425532 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.635505813617021 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.kurtosis...Z" -0.651636550425532 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.798505492978723 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.843306103829787 10 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.968795854680851 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.mad...Y" -0.121639711463404 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.max...Y" -0.497198177446808 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.696355297446808 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.562052849787234 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.81279232106383 10 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.39494272087234 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.267238480765957 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.136950001046809 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.192256140297872 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.0903019766212766 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...X" -0.0225373369978723 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...Y" -0.068264792706383 10 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.82770768787234 10 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.261329293340426 10 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.267155457723404 10 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...X.Z" 0.204877559553192 10 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.0701197172212766 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.mean...X" 0.0907857064255319 10 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" 0.0440638936021277 10 "WALKING_DOWNSTAIRS"
"tBodyAccMag.mean.." 0.191079793587447 10 "WALKING_DOWNSTAIRS"
"tBodyAccMag.std.." 0.119183740638298 10 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..1" -0.4115204 10 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..2" 0.324562815382979 10 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..3" -0.19836163706383 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.min...Z" 0.180483510468085 10 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.iqr...X" -0.0624379223365957 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.max...X" -0.454484779787234 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.min...Z" 0.419505364893617 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.130536754655319 10 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.mean...X" -0.103904044543617 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.entropy...X" 0.21782061429617 10 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.224792776293617 10 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.864941003478261 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.871828754565217 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.230215795537609 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.79780366673913 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.535827725217391 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.782546215652174 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.934370962826087 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.791894008695652 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.893800684130435 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.887556246304348 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.907094374347826 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.924004076956522 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.min...Z" -0.845125589565217 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.sma.." -0.00625386585869565 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.energy...X" -0.286684874130435 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.iqr...Z" -0.445544937391304 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...X" 0.564717739130435 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...Y" 0.459504397826087 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.919512026521739 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.910217597608696 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.962220152173913 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.79797704326087 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.954348322391304 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.mean...X" -0.316412962967391 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.864124209782609 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.797283824565217 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.874480716956522 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.871109482608696 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.526812106086956 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.781258327173913 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.kurtosis...Z" -0.623030696913043 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.783124977608696 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.795312158043478 11 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.955286891956522 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.mad...Y" -0.0537196280869565 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.max...Y" -0.338762045391304 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.702415578043478 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.792373022608696 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.774694223913043 11 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.379664275652174 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.40602827326087 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.152376157710217 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.137665984358696 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.138534883546087 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...X" 0.0677728390673913 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...Y" -0.123517195928261 11 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.86143835173913 11 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.394538175434783 11 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.403544956304348 11 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...X.Z" -0.047355752326087 11 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.107165052391304 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.mean...X" 0.118250858006522 11 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.360307930434783 11 "WALKING_DOWNSTAIRS"
"tBodyAccMag.mean.." 0.148951103536087 11 "WALKING_DOWNSTAIRS"
"tBodyAccMag.std.." 0.0914076757326087 11 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..1" -0.483097264565217 11 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..2" 0.324902589804348 11 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..3" 0.00829848686956522 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.min...Z" 0.426407406391304 11 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.iqr...X" 0.0706324340739131 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.max...X" -0.367826389 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.min...Z" 0.405383133478261 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.280200856826087 11 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.mean...X" -0.1077700285 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.entropy...X" 0.302457480586957 11 "WALKING_DOWNSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.00876383959304348 11 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.532770902410256 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.672956042102564 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.16" 0.390796256638462 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.103392810384615 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.159639498510256 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.0524499388771795 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.772545222051282 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.202838598974359 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.266593839666667 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.670227444615385 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.581250784871795 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.711537481846154 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.min...Z" -0.747535396128205 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.sma.." 0.616372818461538 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.energy...X" 0.340137171102564 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.iqr...Z" 0.00992325205128205 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...X" 0.846247700769231 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.entropy...Y" 0.734886193846154 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.461706128632308 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.434620562435897 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.837641418974359 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.299662776589744 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.562403432179487 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.mean...X" 0.474962448333333 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.401875528564103 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.076417993274359 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.442388014794872 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.427811326358974 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" 0.238526646774359 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" 0.131904451128205 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.kurtosis...Z" -0.868887786410256 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.136095999487179 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.255634118279487 12 "WALKING_DOWNSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.626089041025641 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.mad...Y" 0.528380791076923 12 "WALKING_DOWNSTAIRS"
"fBodyAcc.max...Y" -0.0451243140461538 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" 0.0477637763076923 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.425913497358974 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.756203606410256 12 "WALKING_DOWNSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" 0.293033231871795 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.242159003564103 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.100817759102564 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.0770407263307692 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.0212193385897436 12 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...X" -0.205775427307692 12 "WALKING_DOWNSTAIRS"
"tBodyGyro.mean...Y" 0.0274707556666667 12 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.845197968461538 12 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.205239710794872 12 "WALKING_DOWNSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.233943338153846 12 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...X.Z" 0.0287629111794872 12 "WALKING_DOWNSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.258308044897436 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.mean...X" 0.0730930306923077 12 "WALKING_DOWNSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.153863887461538 12 "WALKING_DOWNSTAIRS"
"tBodyAccMag.mean.." 0.644604325128205 12 "WALKING_DOWNSTAIRS"
"tBodyAccMag.std.." 0.413472376589744 12 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..1" -0.0627220409133333 12 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..2" 0.0265649670820513 12 "WALKING_DOWNSTAIRS"
"tBodyAccMag.arCoeff..3" 0.086373860474359 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.min...Z" 0.0726641689487179 12 "WALKING_DOWNSTAIRS"
"tBodyAccJerk.iqr...X" 0.533563163923077 12 "WALKING_DOWNSTAIRS"
"tBodyGyro.max...X" 0.0473083896564103 12 "WALKING_DOWNSTAIRS"
"tBodyGyro.min...Z" 0.0267739518461538 12 "WALKING_DOWNSTAIRS"
